date,blood_group,units_requested,day_of_week,month,is_weekend
2024-06-15,O+,33,5,6,1
2024-06-16,O+,18,6,6,1
2024-06-17,O+,25,0,6,0
2024-06-18,O+,47,1,6,0
2024-06-19,O+,39,2,6,0
2024-06-20,O+,49,3,6,0
2024-06-21,O+,28,4,6,0
2024-06-22,O+,27,5,6,1
2024-06-23,O+,35,6,6,1
2024-06-24,O+,33,0,6,0
2024-06-25,O+,44,1,6,0
2024-06-26,O+,37,2,6,0
2024-06-27,O+,38,3,6,0
2024-06-28,O+,29,4,6,0
2024-06-29,O+,30,5,6,1
2024-06-30,O+,43,6,6,1
2024-07-01,O+,40,0,7,0
2024-07-02,O+,32,1,7,0
2024-07-03,O+,47,2,7,0
2024-07-04,O+,32,3,7,0
2024-07-05,O+,49,4,7,0
2024-07-06,O+,19,5,7,1
2024-07-07,O+,30,6,7,1
2024-07-08,O+,48,0,7,0
2024-07-09,O+,32,1,7,0
2024-07-10,O+,38,2,7,0
2024-07-11,O+,45,3,7,0
2024-07-12,O+,22,4,7,0
2024-07-13,O+,34,5,7,1
2024-07-14,O+,27,6,7,1
2024-07-15,O+,47,0,7,0
2024-07-16,O+,32,1,7,0
2024-07-17,O+,28,2,7,0
2024-07-18,O+,34,3,7,0
2024-07-19,O+,34,4,7,0
2024-07-20,O+,27,5,7,1
2024-07-21,O+,25,6,7,1
2024-07-22,O+,24,0,7,0
2024-07-23,O+,37,1,7,0
2024-07-24,O+,39,2,7,0
2024-07-25,O+,36,3,7,0
2024-07-26,O+,39,4,7,0
2024-07-27,O+,29,5,7,1
2024-07-28,O+,19,6,7,1
2024-07-29,O+,35,0,7,0
2024-07-30,O+,38,1,7,0
2024-07-31,O+,36,2,7,0
2024-08-01,O+,27,3,8,0
2024-08-02,O+,46,4,8,0
2024-08-03,O+,21,5,8,1
2024-08-04,O+,20,6,8,1
2024-08-05,O+,38,0,8,0
2024-08-06,O+,35,1,8,0
2024-08-07,O+,42,2,8,0
2024-08-08,O+,43,3,8,0
2024-08-09,O+,42,4,8,0
2024-08-10,O+,28,5,8,1
2024-08-11,O+,32,6,8,1
2024-08-12,O+,27,0,8,0
2024-08-13,O+,45,1,8,0
2024-08-14,O+,35,2,8,0
2024-08-15,O+,51,3,8,0
2024-08-16,O+,45,4,8,0
2024-08-17,O+,27,5,8,1
2024-08-18,O+,28,6,8,1
2024-08-19,O+,46,0,8,0
2024-08-20,O+,22,1,8,0
2024-08-21,O+,36,2,8,0
2024-08-22,O+,49,3,8,0
2024-08-23,O+,43,4,8,0
2024-08-24,O+,22,5,8,1
2024-08-25,O+,30,6,8,1
2024-08-26,O+,31,0,8,0
2024-08-27,O+,35,1,8,0
2024-08-28,O+,40,2,8,0
2024-08-29,O+,41,3,8,0
2024-08-30,O+,42,4,8,0
2024-08-31,O+,36,5,8,1
2024-09-01,O+,20,6,9,1
2024-09-02,O+,38,0,9,0
2024-09-03,O+,32,1,9,0
2024-09-04,O+,35,2,9,0
2024-09-05,O+,32,3,9,0
2024-09-06,O+,41,4,9,0
2024-09-07,O+,35,5,9,1
2024-09-08,O+,36,6,9,1
2024-09-09,O+,30,0,9,0
2024-09-10,O+,37,1,9,0
2024-09-11,O+,30,2,9,0
2024-09-12,O+,30,3,9,0
2024-09-13,O+,33,4,9,0
2024-09-14,O+,30,5,9,1
2024-09-15,O+,32,6,9,1
2024-09-16,O+,42,0,9,0
2024-09-17,O+,42,1,9,0
2024-09-18,O+,32,2,9,0
2024-09-19,O+,46,3,9,0
2024-09-20,O+,43,4,9,0
2024-09-21,O+,25,5,9,1
2024-09-22,O+,25,6,9,1
2024-09-23,O+,33,0,9,0
2024-09-24,O+,29,1,9,0
2024-09-25,O+,42,2,9,0
2024-09-26,O+,43,3,9,0
2024-09-27,O+,31,4,9,0
2024-09-28,O+,20,5,9,1
2024-09-29,O+,22,6,9,1
2024-09-30,O+,38,0,9,0
2024-10-01,O+,28,1,10,0
2024-10-02,O+,45,2,10,0
2024-10-03,O+,45,3,10,0
2024-10-04,O+,40,4,10,0
2024-10-05,O+,34,5,10,1
2024-10-06,O+,28,6,10,1
2024-10-07,O+,41,0,10,0
2024-10-08,O+,29,1,10,0
2024-10-09,O+,47,2,10,0
2024-10-10,O+,34,3,10,0
2024-10-11,O+,37,4,10,0
2024-10-12,O+,45,5,10,1
2024-10-13,O+,26,6,10,1
2024-10-14,O+,43,0,10,0
2024-10-15,O+,41,1,10,0
2024-10-16,O+,28,2,10,0
2024-10-17,O+,31,3,10,0
2024-10-18,O+,51,4,10,0
2024-10-19,O+,32,5,10,1
2024-10-20,O+,28,6,10,1
2024-10-21,O+,34,0,10,0
2024-10-22,O+,40,1,10,0
2024-10-23,O+,40,2,10,0
2024-10-24,O+,39,3,10,0
2024-10-25,O+,45,4,10,0
2024-10-26,O+,22,5,10,1
2024-10-27,O+,21,6,10,1
2024-10-28,O+,45,0,10,0
2024-10-29,O+,52,1,10,0
2024-10-30,O+,43,2,10,0
2024-10-31,O+,46,3,10,0
2024-11-01,O+,37,4,11,0
2024-11-02,O+,30,5,11,1
2024-11-03,O+,30,6,11,1
2024-11-04,O+,37,0,11,0
2024-11-05,O+,47,1,11,0
2024-11-06,O+,45,2,11,0
2024-11-07,O+,35,3,11,0
2024-11-08,O+,26,4,11,0
2024-11-09,O+,28,5,11,1
2024-11-10,O+,20,6,11,1
2024-11-11,O+,38,0,11,0
2024-11-12,O+,30,1,11,0
2024-11-13,O+,46,2,11,0
2024-11-14,O+,42,3,11,0
2024-11-15,O+,42,4,11,0
2024-11-16,O+,35,5,11,1
2024-11-17,O+,31,6,11,1
2024-11-18,O+,41,0,11,0
2024-11-19,O+,47,1,11,0
2024-11-20,O+,37,2,11,0
2024-11-21,O+,42,3,11,0
2024-11-22,O+,30,4,11,0
2024-11-23,O+,29,5,11,1
2024-11-24,O+,43,6,11,1
2024-11-25,O+,43,0,11,0
2024-11-26,O+,37,1,11,0
2024-11-27,O+,39,2,11,0
2024-11-28,O+,37,3,11,0
2024-11-29,O+,39,4,11,0
2024-11-30,O+,25,5,11,1
2024-12-01,O+,34,6,12,1
2024-12-02,O+,45,0,12,0
2024-12-03,O+,41,1,12,0
2024-12-04,O+,42,2,12,0
2024-12-05,O+,44,3,12,0
2024-12-06,O+,38,4,12,0
2024-12-07,O+,34,5,12,1
2024-12-08,O+,36,6,12,1
2024-12-09,O+,51,0,12,0
2024-12-10,O+,43,1,12,0
2024-12-11,O+,37,2,12,0
2024-12-12,O+,41,3,12,0
2024-12-13,O+,33,4,12,0
2024-12-14,O+,36,5,12,1
2024-12-15,O+,17,6,12,1
2024-12-16,O+,48,0,12,0
2024-12-17,O+,49,1,12,0
2024-12-18,O+,21,2,12,0
2024-12-19,O+,50,3,12,0
2024-12-20,O+,48,4,12,0
2024-12-21,O+,29,5,12,1
2024-12-22,O+,23,6,12,1
2024-12-23,O+,36,0,12,0
2024-12-24,O+,36,1,12,0
2024-12-25,O+,50,2,12,0
2024-12-26,O+,38,3,12,0
2024-12-27,O+,47,4,12,0
2024-12-28,O+,30,5,12,1
2024-12-29,O+,31,6,12,1
2024-12-30,O+,31,0,12,0
2024-12-31,O+,33,1,12,0
2025-01-01,O+,50,2,1,0
2025-01-02,O+,40,3,1,0
2025-01-03,O+,43,4,1,0
2025-01-04,O+,43,5,1,1
2025-01-05,O+,30,6,1,1
2025-01-06,O+,40,0,1,0
2025-01-07,O+,50,1,1,0
2025-01-08,O+,41,2,1,0
2025-01-09,O+,43,3,1,0
2025-01-10,O+,48,4,1,0
2025-01-11,O+,31,5,1,1
2025-01-12,O+,36,6,1,1
2025-01-13,O+,41,0,1,0
2025-01-14,O+,48,1,1,0
2025-01-15,O+,44,2,1,0
2025-01-16,O+,40,3,1,0
2025-01-17,O+,42,4,1,0
2025-01-18,O+,14,5,1,1
2025-01-19,O+,39,6,1,1
2025-01-20,O+,33,0,1,0
2025-01-21,O+,34,1,1,0
2025-01-22,O+,38,2,1,0
2025-01-23,O+,29,3,1,0
2025-01-24,O+,44,4,1,0
2025-01-25,O+,33,5,1,1
2025-01-26,O+,28,6,1,1
2025-01-27,O+,37,0,1,0
2025-01-28,O+,37,1,1,0
2025-01-29,O+,46,2,1,0
2025-01-30,O+,30,3,1,0
2025-01-31,O+,39,4,1,0
2025-02-01,O+,18,5,2,1
2025-02-02,O+,33,6,2,1
2025-02-03,O+,35,0,2,0
2025-02-04,O+,41,1,2,0
2025-02-05,O+,46,2,2,0
2025-02-06,O+,46,3,2,0
2025-02-07,O+,31,4,2,0
2025-02-08,O+,30,5,2,1
2025-02-09,O+,36,6,2,1
2025-02-10,O+,42,0,2,0
2025-02-11,O+,43,1,2,0
2025-02-12,O+,25,2,2,0
2025-02-13,O+,42,3,2,0
2025-02-14,O+,32,4,2,0
2025-02-15,O+,33,5,2,1
2025-02-16,O+,32,6,2,1
2025-02-17,O+,42,0,2,0
2025-02-18,O+,37,1,2,0
2025-02-19,O+,47,2,2,0
2025-02-20,O+,41,3,2,0
2025-02-21,O+,40,4,2,0
2025-02-22,O+,22,5,2,1
2025-02-23,O+,31,6,2,1
2025-02-24,O+,51,0,2,0
2025-02-25,O+,28,1,2,0
2025-02-26,O+,42,2,2,0
2025-02-27,O+,43,3,2,0
2025-02-28,O+,49,4,2,0
2025-03-01,O+,39,5,3,1
2025-03-02,O+,34,6,3,1
2025-03-03,O+,48,0,3,0
2025-03-04,O+,43,1,3,0
2025-03-05,O+,53,2,3,0
2025-03-06,O+,35,3,3,0
2025-03-07,O+,42,4,3,0
2025-03-08,O+,37,5,3,1
2025-03-09,O+,42,6,3,1
2025-03-10,O+,45,0,3,0
2025-03-11,O+,40,1,3,0
2025-03-12,O+,44,2,3,0
2025-03-13,O+,43,3,3,0
2025-03-14,O+,43,4,3,0
2025-03-15,O+,31,5,3,1
2025-03-16,O+,31,6,3,1
2025-03-17,O+,33,0,3,0
2025-03-18,O+,47,1,3,0
2025-03-19,O+,50,2,3,0
2025-03-20,O+,55,3,3,0
2025-03-21,O+,51,4,3,0
2025-03-22,O+,39,5,3,1
2025-03-23,O+,36,6,3,1
2025-03-24,O+,33,0,3,0
2025-03-25,O+,47,1,3,0
2025-03-26,O+,46,2,3,0
2025-03-27,O+,52,3,3,0
2025-03-28,O+,49,4,3,0
2025-03-29,O+,33,5,3,1
2025-03-30,O+,47,6,3,1
2025-03-31,O+,51,0,3,0
2025-04-01,O+,47,1,4,0
2025-04-02,O+,48,2,4,0
2025-04-03,O+,46,3,4,0
2025-04-04,O+,45,4,4,0
2025-04-05,O+,19,5,4,1
2025-04-06,O+,27,6,4,1
2025-04-07,O+,41,0,4,0
2025-04-08,O+,48,1,4,0
2025-04-09,O+,34,2,4,0
2025-04-10,O+,42,3,4,0
2025-04-11,O+,41,4,4,0
2025-04-12,O+,34,5,4,1
2025-04-13,O+,37,6,4,1
2025-04-14,O+,41,0,4,0
2025-04-15,O+,41,1,4,0
2025-04-16,O+,40,2,4,0
2025-04-17,O+,42,3,4,0
2025-04-18,O+,45,4,4,0
2025-04-19,O+,43,5,4,1
2025-04-20,O+,27,6,4,1
2025-04-21,O+,57,0,4,0
2025-04-22,O+,37,1,4,0
2025-04-23,O+,52,2,4,0
2025-04-24,O+,42,3,4,0
2025-04-25,O+,39,4,4,0
2025-04-26,O+,43,5,4,1
2025-04-27,O+,34,6,4,1
2025-04-28,O+,45,0,4,0
2025-04-29,O+,43,1,4,0
2025-04-30,O+,41,2,4,0
2025-05-01,O+,36,3,5,0
2025-05-02,O+,15,4,5,0
2025-05-03,O+,15,5,5,1
2025-05-04,O+,31,6,5,1
2025-05-05,O+,46,0,5,0
2025-05-06,O+,47,1,5,0
2025-05-07,O+,31,2,5,0
2025-05-08,O+,39,3,5,0
2025-05-09,O+,22,4,5,0
2025-05-10,O+,26,5,5,1
2025-05-11,O+,34,6,5,1
2025-05-12,O+,37,0,5,0
2025-05-13,O+,35,1,5,0
2025-05-14,O+,37,2,5,0
2025-05-15,O+,46,3,5,0
2025-05-16,O+,36,4,5,0
2025-05-17,O+,28,5,5,1
2025-05-18,O+,38,6,5,1
2025-05-19,O+,36,0,5,0
2025-05-20,O+,26,1,5,0
2025-05-21,O+,47,2,5,0
2025-05-22,O+,44,3,5,0
2025-05-23,O+,22,4,5,0
2025-05-24,O+,27,5,5,1
2025-05-25,O+,28,6,5,1
2025-05-26,O+,47,0,5,0
2025-05-27,O+,37,1,5,0
2025-05-28,O+,39,2,5,0
2025-05-29,O+,39,3,5,0
2025-05-30,O+,34,4,5,0
2025-05-31,O+,37,5,5,1
2025-06-01,O+,23,6,6,1
2025-06-02,O+,34,0,6,0
2025-06-03,O+,37,1,6,0
2025-06-04,O+,28,2,6,0
2025-06-05,O+,50,3,6,0
2025-06-06,O+,37,4,6,0
2025-06-07,O+,34,5,6,1
2025-06-08,O+,21,6,6,1
2025-06-09,O+,42,0,6,0
2025-06-10,O+,43,1,6,0
2025-06-11,O+,44,2,6,0
2025-06-12,O+,51,3,6,0
2025-06-13,O+,34,4,6,0
2025-06-14,O+,27,5,6,1
2025-06-15,O+,22,6,6,1
2025-06-16,O+,37,0,6,0
2025-06-17,O+,42,1,6,0
2025-06-18,O+,42,2,6,0
2025-06-19,O+,49,3,6,0
2025-06-20,O+,41,4,6,0
2025-06-21,O+,28,5,6,1
2025-06-22,O+,21,6,6,1
2025-06-23,O+,43,0,6,0
2024-01-01,O-,8,0,1,0
2024-01-02,O-,10,1,1,0
2024-01-03,O-,8,2,1,0
2024-01-04,O-,10,3,1,0
2024-01-05,O-,9,4,1,0
2024-01-06,O-,8,5,1,1
2024-01-07,O-,7,6,1,1
2024-01-08,O-,7,0,1,0
2024-01-09,O-,8,1,1,0
2024-01-10,O-,6,2,1,0
2024-01-11,O-,9,3,1,0
2024-01-12,O-,6,4,1,0
2024-01-13,O-,7,5,1,1
2024-01-14,O-,1,6,1,1
2024-01-15,O-,9,0,1,0
2024-01-16,O-,7,1,1,0
2024-01-17,O-,7,2,1,0
2024-01-18,O-,10,3,1,0
2024-01-19,O-,9,4,1,0
2024-01-20,O-,7,5,1,1
2024-01-21,O-,5,6,1,1
2024-01-22,O-,10,0,1,0
2024-01-23,O-,8,1,1,0
2024-01-24,O-,8,2,1,0
2024-01-25,O-,10,3,1,0
2024-01-26,O-,7,4,1,0
2024-01-27,O-,7,5,1,1
2024-01-28,O-,7,6,1,1
2024-01-29,O-,8,0,1,0
2024-01-30,O-,7,1,1,0
2024-01-31,O-,8,2,1,0
2024-02-01,O-,6,3,2,0
2024-02-02,O-,9,4,2,0
2024-02-03,O-,6,5,2,1
2024-02-04,O-,5,6,2,1
2024-02-05,O-,5,0,2,0
2024-02-06,O-,7,1,2,0
2024-02-07,O-,9,2,2,0
2024-02-08,O-,8,3,2,0
2024-02-09,O-,7,4,2,0
2024-02-10,O-,8,5,2,1
2024-02-11,O-,5,6,2,1
2024-02-12,O-,6,0,2,0
2024-02-13,O-,8,1,2,0
2024-02-14,O-,8,2,2,0
2024-02-15,O-,7,3,2,0
2024-02-16,O-,6,4,2,0
2024-02-17,O-,8,5,2,1
2024-02-18,O-,5,6,2,1
2024-02-19,O-,5,0,2,0
2024-02-20,O-,8,1,2,0
2024-02-21,O-,9,2,2,0
2024-02-22,O-,7,3,2,0
2024-02-23,O-,8,4,2,0
2024-02-24,O-,4,5,2,1
2024-02-25,O-,6,6,2,1
2024-02-26,O-,6,0,2,0
2024-02-27,O-,8,1,2,0
2024-02-28,O-,9,2,2,0
2024-02-29,O-,8,3,2,0
2024-03-01,O-,7,4,3,0
2024-03-02,O-,5,5,3,1
2024-03-03,O-,9,6,3,1
2024-03-04,O-,8,0,3,0
2024-03-05,O-,10,1,3,0
2024-03-06,O-,9,2,3,0
2024-03-07,O-,8,3,3,0
2024-03-08,O-,8,4,3,0
2024-03-09,O-,9,5,3,1
2024-03-10,O-,12,6,3,1
2024-03-11,O-,9,0,3,0
2024-03-12,O-,9,1,3,0
2024-03-13,O-,7,2,3,0
2024-03-14,O-,7,3,3,0
2024-03-15,O-,8,4,3,0
2024-03-16,O-,6,5,3,1
2024-03-17,O-,7,6,3,1
2024-03-18,O-,10,0,3,0
2024-03-19,O-,9,1,3,0
2024-03-20,O-,10,2,3,0
2024-03-21,O-,8,3,3,0
2024-03-22,O-,9,4,3,0
2024-03-23,O-,6,5,3,1
2024-03-24,O-,5,6,3,1
2024-03-25,O-,6,0,3,0
2024-03-26,O-,8,1,3,0
2024-03-27,O-,6,2,3,0
2024-03-28,O-,7,3,3,0
2024-03-29,O-,10,4,3,0
2024-03-30,O-,7,5,3,1
2024-03-31,O-,7,6,3,1
2024-04-01,O-,11,0,4,0
2024-04-02,O-,8,1,4,0
2024-04-03,O-,10,2,4,0
2024-04-04,O-,8,3,4,0
2024-04-05,O-,9,4,4,0
2024-04-06,O-,7,5,4,1
2024-04-07,O-,7,6,4,1
2024-04-08,O-,9,0,4,0
2024-04-09,O-,10,1,4,0
2024-04-10,O-,10,2,4,0
2024-04-11,O-,7,3,4,0
2024-04-12,O-,10,4,4,0
2024-04-13,O-,5,5,4,1
2024-04-14,O-,5,6,4,1
2024-04-15,O-,9,0,4,0
2024-04-16,O-,10,1,4,0
2024-04-17,O-,9,2,4,0
2024-04-18,O-,10,3,4,0
2024-04-19,O-,7,4,4,0
2024-04-20,O-,6,5,4,1
2024-04-21,O-,4,6,4,1
2024-04-22,O-,8,0,4,0
2024-04-23,O-,7,1,4,0
2024-04-24,O-,9,2,4,0
2024-04-25,O-,12,3,4,0
2024-04-26,O-,10,4,4,0
2024-04-27,O-,3,5,4,1
2024-04-28,O-,5,6,4,1
2024-04-29,O-,7,0,4,0
2024-04-30,O-,7,1,4,0
2024-05-01,O-,7,2,5,0
2024-05-02,O-,8,3,5,0
2024-05-03,O-,6,4,5,0
2024-05-04,O-,5,5,5,1
2024-05-05,O-,6,6,5,1
2024-05-06,O-,9,0,5,0
2024-05-07,O-,8,1,5,0
2024-05-08,O-,8,2,5,0
2024-05-09,O-,7,3,5,0
2024-05-10,O-,6,4,5,0
2024-05-11,O-,4,5,5,1
2024-05-12,O-,4,6,5,1
2024-05-13,O-,10,0,5,0
2024-05-14,O-,5,1,5,0
2024-05-15,O-,9,2,5,0
2024-05-16,O-,5,3,5,0
2024-05-17,O-,9,4,5,0
2024-05-18,O-,7,5,5,1
2024-05-19,O-,7,6,5,1
2024-05-20,O-,6,0,5,0
2024-05-21,O-,8,1,5,0
2024-05-22,O-,7,2,5,0
2024-05-23,O-,6,3,5,0
2024-05-24,O-,8,4,5,0
2024-05-25,O-,7,5,5,1
2024-05-26,O-,5,6,5,1
2024-05-27,O-,8,0,5,0
2024-05-28,O-,6,1,5,0
2024-05-29,O-,6,2,5,0
2024-05-30,O-,7,3,5,0
2024-05-31,O-,7,4,5,0
2024-06-01,O-,6,5,6,1
2024-06-02,O-,4,6,6,1
2024-06-03,O-,11,0,6,0
2024-06-04,O-,5,1,6,0
2024-06-05,O-,8,2,6,0
2024-06-06,O-,7,3,6,0
2024-06-07,O-,7,4,6,0
2024-06-08,O-,5,5,6,1
2024-06-09,O-,6,6,6,1
2024-06-10,O-,9,0,6,0
2024-06-11,O-,7,1,6,0
2024-06-12,O-,8,2,6,0
2024-06-13,O-,6,3,6,0
2024-06-14,O-,7,4,6,0
2024-06-15,O-,6,5,6,1
2024-06-16,O-,2,6,6,1
2024-06-17,O-,8,0,6,0
2024-06-18,O-,7,1,6,0
2024-06-19,O-,9,2,6,0
2024-06-20,O-,8,3,6,0
2024-06-21,O-,8,4,6,0
2024-06-22,O-,5,5,6,1
2024-06-23,O-,6,6,6,1
2024-06-24,O-,8,0,6,0
2024-06-25,O-,6,1,6,0
2024-06-26,O-,8,2,6,0
2024-06-27,O-,9,3,6,0
2024-06-28,O-,9,4,6,0
2024-06-29,O-,6,5,6,1
2024-06-30,O-,6,6,6,1
2024-07-01,O-,9,0,7,0
2024-07-02,O-,6,1,7,0
2024-07-03,O-,8,2,7,0
2024-07-04,O-,5,3,7,0
2024-07-05,O-,9,4,7,0
2024-07-06,O-,5,5,7,1
2024-07-07,O-,5,6,7,1
2024-07-08,O-,7,0,7,0
2024-07-09,O-,7,1,7,0
2024-07-10,O-,8,2,7,0
2024-07-11,O-,9,3,7,0
2024-07-12,O-,9,4,7,0
2024-07-13,O-,6,5,7,1
2024-07-14,O-,3,6,7,1
2024-07-15,O-,9,0,7,0
2024-07-16,O-,5,1,7,0
2024-07-17,O-,7,2,7,0
2024-07-18,O-,7,3,7,0
2024-07-19,O-,8,4,7,0
2024-07-20,O-,4,5,7,1
2024-07-21,O-,4,6,7,1
2024-07-22,O-,7,0,7,0
2024-07-23,O-,6,1,7,0
2024-07-24,O-,9,2,7,0
2024-07-25,O-,7,3,7,0
2024-07-26,O-,6,4,7,0
2024-07-27,O-,8,5,7,1
2024-07-28,O-,6,6,7,1
2024-07-29,O-,11,0,7,0
2024-07-30,O-,5,1,7,0
2024-07-31,O-,8,2,7,0
2024-08-01,O-,8,3,8,0
2024-08-02,O-,8,4,8,0
2024-08-03,O-,5,5,8,1
2024-08-04,O-,7,6,8,1
2024-08-05,O-,8,0,8,0
2024-08-06,O-,5,1,8,0
2024-08-07,O-,6,2,8,0
2024-08-08,O-,6,3,8,0
2024-08-09,O-,7,4,8,0
2024-08-10,O-,7,5,8,1
2024-08-11,O-,5,6,8,1
2024-08-12,O-,7,0,8,0
2024-08-13,O-,6,1,8,0
2024-08-14,O-,9,2,8,0
2024-08-15,O-,9,3,8,0
2024-08-16,O-,7,4,8,0
2024-08-17,O-,8,5,8,1
2024-08-18,O-,5,6,8,1
2024-08-19,O-,5,0,8,0
2024-08-20,O-,9,1,8,0
2024-08-21,O-,7,2,8,0
2024-08-22,O-,7,3,8,0
2024-08-23,O-,8,4,8,0
2024-08-24,O-,3,5,8,1
2024-08-25,O-,3,6,8,1
2024-08-26,O-,8,0,8,0
2024-08-27,O-,8,1,8,0
2024-08-28,O-,10,2,8,0
2024-08-29,O-,9,3,8,0
2024-08-30,O-,8,4,8,0
2024-08-31,O-,7,5,8,1
2024-09-01,O-,6,6,9,1
2024-09-02,O-,7,0,9,0
2024-09-03,O-,9,1,9,0
2024-09-04,O-,9,2,9,0
2024-09-05,O-,7,3,9,0
2024-09-06,O-,6,4,9,0
2024-09-07,O-,3,5,9,1
2024-09-08,O-,7,6,9,1
2024-09-09,O-,8,0,9,0
2024-09-10,O-,8,1,9,0
2024-09-11,O-,9,2,9,0
2024-09-12,O-,6,3,9,0
2024-09-13,O-,5,4,9,0
2024-09-14,O-,6,5,9,1
2024-09-15,O-,7,6,9,1
2024-09-16,O-,8,0,9,0
2024-09-17,O-,5,1,9,0
2024-09-18,O-,8,2,9,0
2024-09-19,O-,6,3,9,0
2024-09-20,O-,5,4,9,0
2024-09-21,O-,5,5,9,1
2024-09-22,O-,6,6,9,1
2024-09-23,O-,7,0,9,0
2024-09-24,O-,8,1,9,0
2024-09-25,O-,6,2,9,0
2024-09-26,O-,8,3,9,0
2024-09-27,O-,7,4,9,0
2024-09-28,O-,5,5,9,1
2024-09-29,O-,6,6,9,1
2024-09-30,O-,9,0,9,0
2024-10-01,O-,8,1,10,0
2024-10-02,O-,8,2,10,0
2024-10-03,O-,8,3,10,0
2024-10-04,O-,8,4,10,0
2024-10-05,O-,7,5,10,1
2024-10-06,O-,8,6,10,1
2024-10-07,O-,9,0,10,0
2024-10-08,O-,7,1,10,0
2024-10-09,O-,9,2,10,0
2024-10-10,O-,8,3,10,0
2024-10-11,O-,7,4,10,0
2024-10-12,O-,6,5,10,1
2024-10-13,O-,4,6,10,1
2024-10-14,O-,8,0,10,0
2024-10-15,O-,10,1,10,0
2024-10-16,O-,9,2,10,0
2024-10-17,O-,9,3,10,0
2024-10-18,O-,7,4,10,0
2024-10-19,O-,6,5,10,1
2024-10-20,O-,7,6,10,1
2024-10-21,O-,7,0,10,0
2024-10-22,O-,8,1,10,0
2024-10-23,O-,8,2,10,0
2024-10-24,O-,9,3,10,0
2024-10-25,O-,6,4,10,0
2024-10-26,O-,7,5,10,1
2024-10-27,O-,6,6,10,1
2024-10-28,O-,7,0,10,0
2024-10-29,O-,7,1,10,0
2024-10-30,O-,7,2,10,0
2024-10-31,O-,6,3,10,0
2024-11-01,O-,9,4,11,0
2024-11-02,O-,7,5,11,1
2024-11-03,O-,7,6,11,1
2024-11-04,O-,10,0,11,0
2024-11-05,O-,8,1,11,0
2024-11-06,O-,5,2,11,0
2024-11-07,O-,8,3,11,0
2024-11-08,O-,8,4,11,0
2024-11-09,O-,8,5,11,1
2024-11-10,O-,7,6,11,1
2024-11-11,O-,8,0,11,0
2024-11-12,O-,7,1,11,0
2024-11-13,O-,9,2,11,0
2024-11-14,O-,4,3,11,0
2024-11-15,O-,8,4,11,0
2024-11-16,O-,7,5,11,1
2024-11-17,O-,5,6,11,1
2024-11-18,O-,7,0,11,0
2024-11-19,O-,8,1,11,0
2024-11-20,O-,9,2,11,0
2024-11-21,O-,8,3,11,0
2024-11-22,O-,7,4,11,0
2024-11-23,O-,7,5,11,1
2024-11-24,O-,8,6,11,1
2024-11-25,O-,6,0,11,0
2024-11-26,O-,12,1,11,0
2024-11-27,O-,7,2,11,0
2024-11-28,O-,9,3,11,0
2024-11-29,O-,9,4,11,0
2024-11-30,O-,4,5,11,1
2024-12-01,O-,5,6,12,1
2024-12-02,O-,8,0,12,0
2024-12-03,O-,6,1,12,0
2024-12-04,O-,9,2,12,0
2024-12-05,O-,6,3,12,0
2024-12-06,O-,8,4,12,0
2024-12-07,O-,5,5,12,1
2024-12-08,O-,7,6,12,1
2024-12-09,O-,5,0,12,0
2024-12-10,O-,6,1,12,0
2024-12-11,O-,7,2,12,0
2024-12-12,O-,9,3,12,0
2024-12-13,O-,9,4,12,0
2024-12-14,O-,8,5,12,1
2024-12-15,O-,6,6,12,1
2024-12-16,O-,8,0,12,0
2024-12-17,O-,7,1,12,0
2024-12-18,O-,8,2,12,0
2024-12-19,O-,8,3,12,0
2024-12-20,O-,5,4,12,0
2024-12-21,O-,5,5,12,1
2024-12-22,O-,7,6,12,1
2024-12-23,O-,9,0,12,0
2024-12-24,O-,8,1,12,0
2024-12-25,O-,7,2,12,0
2024-12-26,O-,6,3,12,0
2024-12-27,O-,5,4,12,0
2024-12-28,O-,6,5,12,1
2024-12-29,O-,8,6,12,1
2024-12-30,O-,8,0,12,0
2024-12-31,O-,10,1,12,0
2025-01-01,O-,7,2,1,0
2025-01-02,O-,9,3,1,0
2025-01-03,O-,7,4,1,0
2025-01-04,O-,5,5,1,1
2025-01-05,O-,7,6,1,1
2025-01-06,O-,8,0,1,0
2025-01-07,O-,6,1,1,0
2025-01-08,O-,8,2,1,0
2025-01-09,O-,7,3,1,0
2025-01-10,O-,6,4,1,0
2025-01-11,O-,5,5,1,1
2025-01-12,O-,9,6,1,1
2025-01-13,O-,10,0,1,0
2025-01-14,O-,5,1,1,0
2025-01-15,O-,8,2,1,0
2025-01-16,O-,8,3,1,0
2025-01-17,O-,8,4,1,0
2025-01-18,O-,5,5,1,1
2025-01-19,O-,7,6,1,1
2025-01-20,O-,10,0,1,0
2025-01-21,O-,10,1,1,0
2025-01-22,O-,9,2,1,0
2025-01-23,O-,9,3,1,0
2025-01-24,O-,8,4,1,0
2025-01-25,O-,4,5,1,1
2025-01-26,O-,4,6,1,1
2025-01-27,O-,7,0,1,0
2025-01-28,O-,8,1,1,0
2025-01-29,O-,6,2,1,0
2025-01-30,O-,7,3,1,0
2025-01-31,O-,8,4,1,0
2025-02-01,O-,7,5,2,1
2025-02-02,O-,6,6,2,1
2025-02-03,O-,6,0,2,0
2025-02-04,O-,8,1,2,0
2025-02-05,O-,6,2,2,0
